axieId,priceEth,saleDate,eye,ear,breedCount,mouth,horn,back,tail,eyeClass,earClass,genes
11883303,0.0100,2023-10-20,Clear,Bubblemaker,0,Lam,Eggshell,Spiky Wing,Koi,Aquatic,Aquatic,0x400000001e0cc22010422844102408c21064208c082210cc04c4184c10240902
